APT;Additional;Annotator;Difficulty;FailureReasons;FormatCorrect;Group;Index;Kind;Original;Paraphrase;annotation_id;annotator.1;created_at;id;lead_time;type;updated_at
Punctuation changes;;5;Easy;Identical sentences;Yes;;7081;3;Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.;Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.;217;13;23.01.2024 18:14;381;46866;;23.01.2024 18:14
Punctuation changes;;6;Easy;;Yes;;7082;2;Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.;Meanwhile the global death toll approached 770, with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.;94;8;23.01.2024 12:25;382;33579;"[{""start"":0,""end"":13,""text"":""Meanwhile the"",""labels"":[""APT""]},{""start"":43,""end"":52,""text"":""770, with"",""labels"":[""APT""]}]";23.01.2024 12:25
Punctuation changes;;7;Easy;Other;Yes;;7083;4;Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.;Meanwhile the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.;408;17;24.01.2024 20:26;383;100732;"[{""start"":0,""end"":13,""text"":""Meanwhile the"",""labels"":[""APT""]}]";29.01.2024 14:18
Punctuation changes;;8;Easy;Identical sentences;Yes;;7084;1;Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.; Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.;569;20;30.01.2024 11:12;384;54319;;30.01.2024 11:12
Punctuation changes;;5;Easy;;Yes;;7090;0;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come."""; Contrary to what PeopleSoft management would have you believe Oracle intends to fully support PeopleSoft customers and products for many years to come.;218;13;23.01.2024 18:14;385;28613;"[{""start"":55,""end"":62,""text"":""believe"",""labels"":[""APT""]}]";23.01.2024 18:14
Punctuation changes;;6;Easy;Identical sentences;Yes;;7091;3;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come.""";"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come.""";95;8;23.01.2024 12:26;386;47545;;23.01.2024 12:26
Punctuation changes;;7;Easy;;Yes;;7092;2;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come.""";Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come!;411;17;25.01.2024 14:23;387;63292;"[{""start"":147,""end"":152,""text"":""come!"",""labels"":[""APT""]}]";25.01.2024 14:46
Punctuation changes;;8;Easy;;Yes;;7093;4;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come.""";Contrary to what PeopleSoft management would have you believe Oracle intends to fully support PeopleSoft customers and products for many years to come.;570;20;30.01.2024 11:13;388;57416;"[{""start"":150,""end"":151,""text"":""."",""labels"":[""APT""]}]";30.01.2024 11:13
Spelling changes;;14;Easy;;No;;10012;2;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas, and the Turks and Caicos Islands.;382;16;24.01.2024 16:17;516;66442;"[{""start"":147,""end"":152,""text"":""Turks"",""labels"":[""APT""]}]";24.01.2024 16:17
Same Polarity Substitution (contextual);;6;Easy;otherchange;Yes;Others;8000;0;They had published an advertisement on the Internet on June 10, offering the cargo for sale, he added.;They had published an advertisement on the Internet on June 10, offering the cargo for sale, he has added.;474;8;27.01.2024 14:50;390;354259295;;27.01.2024 14:54
Syntheticanalytic substitution;;9;Easy;;No;;12071;3;Comcast Class A shares were up 8 cents at $30.50 in morning trading on the Nasdaq Stock Market.;Comcast' s Class A shares rose 8 cents to $30.50 on the Nasdaq Stock Market.;630;21;30.01.2024 13:05;663;46699;"[{""start"":0,""end"":48,""text"":""Comcast' s Class A shares rose 8 cents to $30.50"",""labels"":[""APT""]}]";30.01.2024 13:05
Same Polarity Substitution (contextual);;7;Hard;otherchange;Yes;Morpho- and Lexicon-based Changes;8001;3;They had published an advertisement on the Internet on June 10, offering the cargo for sale, he added.;"""They had published an advertisement on the expression of an opinion on the Internet on June 10, offering the cargo for sale,"" he added.";430;17;26.01.2024 16:22;391;102257;;26.01.2024 16:22
Same Polarity Substitution (contextual);;8;Easy;;Yes;;8002;2;They had published an advertisement on the Internet on June 10, offering the cargo for sale, he added.;They had posted an advertisement on the Internet on June 10, offering the cargo for sale, he added.;571;20;30.01.2024 11:14;392;66433;"[{""start"":9,""end"":15,""text"":""posted"",""labels"":[""APT""]}]";30.01.2024 11:14
Spelling changes;;7;Easy;Other;No;;10092;2;For example, Anhalt said, children typically treat a 20-ounce soda bottle as one serving, although it actually contains 2 ½ 8-ounce servings.;For example, Anhalt said, children typically treat a 20-ounce soda bottle as one serving, although it actually contains two and a half 8-ounce servings.;418;17;25.01.2024 14:34;556;6308;;25.01.2024 14:48
Same Polarity Substitution (contextual);;10;Easy;;Yes;;8004;1;They had published an advertisement on the Internet on June 10, offering the cargo for sale, he added.; They had published an advertisement on the Internet on June 10, announcing the cargo for sale, he added.;148;11;23.01.2024 16:56;394;63058;"[{""start"":65,""end"":75,""text"":""announcing"",""labels"":[""APT""]}]";23.01.2024 16:56
Same Polarity Substitution (contextual);;7;Easy;;Yes;;8010;0;The stock rose $2.11, or about 11 percent, to close Friday at $21.51 on the New York Stock Exchange.;The stock increased by $2.11, or about 11 percent, to close Friday at $21.51 on the New York Stock Exchange.;412;17;25.01.2024 14:26;395;5,0347E+16;"[{""start"":10,""end"":19,""text"":""increased"",""labels"":[""APT""]}]";25.01.2024 14:46
Same Polarity Substitution (contextual);;8;Hard;otherchange;Yes;"{""choices"":[""Semantic-based Changes"",""Others""]}";8011;3;The stock rose $2.11, or about 11 percent, to close Friday at $21.51 on the New York Stock Exchange.;StarMedia's stock rose about 11 percent on the news, closing yesterday at $21.51 on the New York Stock Exchange.;572;20;30.01.2024 11:16;396;1,48067E+16;;30.01.2024 11:18
Spelling changes;;6;Easy;Nonsense;No;;10091;3;For example, Anhalt said, children typically treat a 20-ounce soda bottle as one serving, although it actually contains 2 ½ 8-ounce servings.;For example, Anhalt said, children typically treat a 20-ounce soda bottle as one serving, though it actually contains 2 1/2 8-ounce servings.;106;10;23.01.2024 13:20;555;101874;;23.01.2024 13:20
Same Polarity Substitution (contextual);;10;Easy;;Yes;;8013;4;The stock rose $2.11, or about 11 percent, to close Friday at $21.51 on the New York Stock Exchange.;The stock increased $2.11, or about 11 percent, to close Friday at $21.51 on the New York Stock Exchange.;150;11;23.01.2024 16:56;398;22553;"[{""start"":10,""end"":19,""text"":""increased"",""labels"":[""APT""]}]";23.01.2024 16:56
Same Polarity Substitution (contextual);;11;Hard;;Yes;;8014;1;The stock rose $2.11, or about 11 percent, to close Friday at $21.51 on the New York Stock Exchange.; The stock increased $2.11, or approximately 11 percent, and closed Friday at $21.51 on the New York Stock Exchange.;492;10;27.01.2024 15:33;399;95193;;27.01.2024 15:33
Same Polarity Substitution (contextual);;8;Easy;;Yes;;8020;0;He said the foodservice pie business doesn't fit the company's long-term growth strategy.;He said the foodservice pie business does not match the company's long-term growth strategy.;573;20;30.01.2024 11:17;400;29049;"[{""start"":37,""end"":51,""text"":""does not match"",""labels"":[""APT""]}]";30.01.2024 11:17
Derivational Changes;;7;Easy;otherchange;No;Morpho- and Lexicon-based Changes;3042;2;From California, Bush flies to Japan on Thursday, followed by visits to the Philippines, Thailand, Singapore, Indonesia and Australia before returning home on Oct. 24.;From California, Bush flies to Japan on Thursday, followed by visits to the Philippines, Thailand, Singapore, Indonesia and Australia before coming back home on Oct. 24.;434;17;26.01.2024 16:27;243;62277;;26.01.2024 16:27
Same Polarity Substitution (contextual);Morpho- and Lexicon-based Changes;10;Hard;;Yes;;8022;2;He said the foodservice pie business doesn't fit the company's long-term growth strategy.;He stated that the foodservice pie business is not compatible with the company's long-term growth strategy.;152;11;23.01.2024 16:57;402;5589;"[{""start"":44,""end"":66,""text"":""is not compatible with"",""labels"":[""APT""]}]";23.01.2024 16:57
Same Polarity Substitution (contextual);;11;Hard;;Yes;;8023;4;He said the foodservice pie business doesn't fit the company's long-term growth strategy.;He said that sector doesn't fit the company's long-term growth strategy.;493;10;27.01.2024 15:34;403;94657;;27.01.2024 15:34
Same Polarity Substitution (contextual);Morpho- and Lexicon-based Changes;12;Easy;;Yes;;8024;1;He said the foodservice pie business doesn't fit the company's long-term growth strategy.; He stated that the foodservice pie business doesn't align with the company's long-term growth strategy.;531;19;29.01.2024 20:36;404;56109;"[{""start"":4,""end"":15,""text"":""stated that"",""labels"":[""APT""]}]";29.01.2024 20:36
AdditionDeletion;;8;Easy;;No;;43;4;He said the foodservice pie business doesn't fit the company's long-term growth strategy.;He said the foodservice pie business doesn't completely fit the company's long-term growth strategy.;555;20;30.01.2024 10:39;125;63637;"[{""start"":45,""end"":55,""text"":""completely"",""labels"":[""APT""]}]";30.01.2024 10:39
Same Polarity Substitution (contextual);Structure-based Changes;10;Easy;;Yes;;8031;3;But he added group performance would improve in the second half of the year and beyond.;But he added BT's overall performance would improve in the second half of the year and beyond..;154;11;23.01.2024 16:58;406;63448;"[{""start"":13,""end"":25,""text"":""BT's overall"",""labels"":[""APT""]}]";23.01.2024 16:58
AdditionDeletion;;9;Easy;;No;;62;2;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum, according to his statement to The Sun newspaper.;596;21;30.01.2024 12:29;134;127139;"[{""start"":134,""end"":182,""text"":""according to his statement to The Sun newspaper."",""labels"":[""APT""]}]";30.01.2024 12:29
Same Polarity Substitution (contextual);;12;Easy;;Yes;;8033;4;But he added group performance would improve in the second half of the year and beyond.;But he stated group performance would improve in the second half of the year and beyond.;532;19;29.01.2024 20:37;408;355;"[{""start"":7,""end"":13,""text"":""stated"",""labels"":[""APT""]}]";29.01.2024 20:37
Same Polarity Substitution (contextual);;13;Easy;;Yes;;8034;1;But he added group performance would improve in the second half of the year and beyond.; But he added group performance would get better in the second half of the year and beyond.;187;12;23.01.2024 17:25;409;52277;"[{""start"":38,""end"":48,""text"":""get better"",""labels"":[""APT""]}]";23.01.2024 17:25
Same Polarity Substitution (contextual);;10;Easy;;Yes;;8040;0;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to request asylum.;156;11;23.01.2024 16:59;410;64496;"[{""start"":118,""end"":125,""text"":""request"",""labels"":[""APT""]}]";23.01.2024 16:59
Same Polarity Substitution (contextual);"{""choices"":[""Morpho- and Lexicon-based Changes"",""Structure-based Changes""]}";11;Hard;;Yes;;8041;3;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;"""Their daughters had British schools and British hospitals in mind when they decided to ask for asylum.""";495;10;27.01.2024 15:36;411;47843;;27.01.2024 15:36
Punctuation changes;;14;Easy;otherchange;No;"{""choices"":[""Structure-based Changes"",""Others""]}";7012;2;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;He told The Sun newspaper that, when they decided to ask for asylum, Mr. Hussein's daughters had British schools and hospitals in mind.;372;16;24.01.2024 16:05;347;31994;;24.01.2024 16:05
Same Polarity Substitution (contextual);;13;Hard;;Yes;;8043;4;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;He told The Sun newspaper that Mr. Hussein's daughters considered British schools and hospitals when they decided to ask for asylum.;193;12;23.01.2024 17:31;413;358607;"[{""start"":55,""end"":65,""text"":""considered"",""labels"":[""APT""]}]";23.01.2024 17:31
Same Polarity Substitution (contextual);;14;Easy;;Yes;;8044;1;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.; He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in consideration when they decided to ask for asylum.;375;16;24.01.2024 16:09;414;64295;;24.01.2024 16:09
Same Polarity Substitution (contextual);;11;Easy;;Yes;;8050;0;"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for people suffering from infertility.";496;10;27.01.2024 15:38;415;11139;;27.01.2024 15:38
Same Polarity Substitution (contextual);;12;Hard;otherchange;Yes;"{""choices"":[""Structure-based Changes"",""Semantic-based Changes"",""Others""]}";8051;3;"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";Sheena Young, director of Child, the national infertility support network, hoped the guidelines would lead to a more 'fair and equitable' service.;534;19;29.01.2024 20:39;416;69211;;29.01.2024 20:39
Inflectional Changes;"{""choices"":[""Morpho- and Lexicon-based Changes"",""Structure-based Changes""]}";11;Easy;;No;;5032;2;However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;However, PBL downplayed the talk by stating that it would concentrate solely on acquiring smaller assets that would immediately enhance earnings and cash flow.;488;10;27.01.2024 15:26;288;38397;;27.01.2024 15:26
Same Polarity Substitution (contextual);;14;Easy;;Yes;;8053;4;"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";"Sheena Young of Child, the national infertility support network, desired the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";376;16;24.01.2024 16:10;418;19841;;24.01.2024 16:10
Same Polarity Substitution (contextual);;15;Easy;;Yes;;8054;1;"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";" Sheena Young of Child, the national infertility support network, wished the guidelines would result in a more ""fair and equitable"" service for infertility sufferers.";123;2;23.01.2024 15:34;419;2174767;"[{""start"":66,""end"":72,""text"":""wished"",""labels"":[""APT""]}]";23.01.2024 15:34
Same Polarity Substitution (contextual);;12;Easy;;Yes;;8060;0;The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.; The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one place, providing one-click access.;535;19;29.01.2024 20:40;420;2905;"[{""start"":101,""end"":107,""text"":""place,"",""labels"":[""APT""]}]";29.01.2024 20:40
Same Polarity Substitution (contextual);;13;Easy;Nonsense;Yes;;8061;3;The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.;What is a user's folders, hard drive, network servers, iDisk and removable media has been put in one location with one click access.;197;12;23.01.2024 17:38;421;8,6918E+15;;23.01.2024 18:34
Same Polarity Substitution (contextual);;14;Easy;otherchange;Yes;Semantic-based Changes;8062;2;The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.;The new Locator puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.;377;16;24.01.2024 16:10;422;27117;;24.01.2024 16:10
Same Polarity Substitution (contextual);;15;Easy;;Yes;;8063;4;The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.;The new Finder places a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.;124;2;23.01.2024 15:55;423;1301569;"[{""start"":15,""end"":21,""text"":""places"",""labels"":[""APT""]}]";23.01.2024 15:55
Same Polarity Substitution (contextual);;1;Easy;;Yes;;8064;1;The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.; The new Finder places a user's folders, hard drive, network servers, iDisk and removable media in one location, offering one-click access.;278;9;24.01.2024 12:20;424;2,94913E+16;"[{""start"":16,""end"":22,""text"":""places"",""labels"":[""APT""]},{""start"":113,""end"":121,""text"":""offering"",""labels"":[""APT""]}]";24.01.2024 13:00
Same Polarity Substitution (contextual);;13;Easy;;Yes;;8070;0;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;However, tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;198;12;23.01.2024 17:39;425;60715;"[{""start"":0,""end"":8,""text"":""However,"",""labels"":[""APT""]}]";23.01.2024 17:39
Same Polarity Substitution (contextual);;14;Hard;otherchange;Yes;"{""choices"":[""Structure-based Changes"",""Others""]}";8071;3;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;Tropical storm warnings and watches are posted for Haiti, the Dominican Republic, the southeastern Bahamas and the northern Turks and Caicos islands.;378;16;24.01.2024 16:11;426;3914;;24.01.2024 16:11
Same Polarity Substitution (contextual);;15;Hard;;Yes;;8072;2;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But tropical storm advisories and alerts were issued today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;125;2;23.01.2024 15:56;427;43119;"[{""start"":13,""end"":40,""text"":""storm advisories and alerts"",""labels"":[""APT""]}]";23.01.2024 15:56
Same Polarity Substitution (contextual);;1;Easy;;Yes;;8073;4;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But tropical storm warnings and watches were announced today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;281;9;24.01.2024 12:21;428;68202;"[{""start"":45,""end"":54,""text"":""announced"",""labels"":[""APT""]}]";24.01.2024 13:00
Same Polarity Substitution (contextual);;2;Easy;;Yes;;8074;1;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.; But tropical storm warnings and watches were issued today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;260;14;24.01.2024 11:16;429;240007;"[{""start"":46,""end"":52,""text"":""issued"",""labels"":[""APT""]}]";24.01.2024 11:17
Same Polarity Substitution (contextual);;14;Easy;otherchange;Yes;Others;8080;0;A federal magistrate in Fort Lauderdale ordered him held without bail.;A federal magistrate in Fort Lauderdale ordered him to be held without bail.;379;16;24.01.2024 16:12;430;34176;;24.01.2024 16:12
Same Polarity Substitution (contextual);;15;Easy;Nonsense;Yes;;8081;3;A federal magistrate in Fort Lauderdale ordered him held without bail.;Barry Seltzer, a federal magistrate in Fort Lauderdale, agreed.;126;2;23.01.2024 15:59;431;187459;;23.01.2024 15:59
Spelling changes;;15;Easy;Identical sentences;No;;10022;2;However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;'''However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earning and cash flow accretive.''';153;2;23.01.2024 16:58;521;104065;;23.01.2024 16:58
Same Polarity Substitution (contextual);;2;Easy;;Yes;;8083;4;A federal magistrate in Fort Lauderdale ordered him held without bail.;A federal magistrate in Fort Lauderdale directed him held without bail.;261;14;24.01.2024 11:17;433;209591;"[{""start"":40,""end"":48,""text"":""directed"",""labels"":[""APT""]}]";24.01.2024 11:20
Same Polarity Substitution (contextual);;3;Hard;;Yes;;8084;1;A federal magistrate in Fort Lauderdale ordered him held without bail.; A federal magistrate in Fort Lauderdale ordered him held with no possibility of release on bail.;454;18;26.01.2024 19:44;434;56158;"[{""start"":63,""end"":91,""text"":""no possibility of release on"",""labels"":[""APT""]}]";26.01.2024 19:44
Same Polarity Substitution (contextual);;15;Easy;;Yes;;8090;0;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.; Six months ago, the IMF and Argentina reached a bare-minimum $6.8-billion debt rollover deal that expires in August.;127;2;23.01.2024 16:03;435;224681;"[{""start"":39,""end"":46,""text"":""reached"",""labels"":[""APT""]}]";23.01.2024 16:03
Same Polarity Substitution (contextual);;1;Hard;otherchange;Yes;Others;8091;3;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.;Argentina and the International Monetary Fund struck a bare minimum $6.8 billion debt rollover deal six months ago that expires in August..;288;9;24.01.2024 12:26;436;13007;;24.01.2024 13:00
Inflectional Changes;;9;Easy;;No;;5030;0;However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;However, the talk was downplayed by PBL which said it would focus only on smaller purchases that would be immediately earnings and cash flow accretive.;609;21;30.01.2024 12:43;286;34912;"[{""start"":97,""end"":105,""text"":""would be"",""labels"":[""APT""]}]";30.01.2024 12:43
Same Polarity Substitution (contextual);;3;Easy;;Yes;;8093;4;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that runs out in August.;455;18;26.01.2024 19:45;438;42673;"[{""start"":97,""end"":105,""text"":""runs out"",""labels"":[""APT""]}]";26.01.2024 19:45
Same Polarity Substitution (contextual);;4;Easy;;Yes;;8094;1;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.; Six months ago, the IMF and Argentina reached a minimum $6.8-billion debt rollover agreement that expires in August.;310;15;24.01.2024 12:35;439;78153;"[{""start"":39,""end"":46,""text"":""reached"",""labels"":[""APT""]},{""start"":49,""end"":56,""text"":""minimum"",""labels"":[""APT""]},{""start"":84,""end"":93,""text"":""agreement"",""labels"":[""APT""]}]";24.01.2024 12:35
Punctuation changes;;15;Easy;Other;No;;7022;2;I wanted to bring the most beautiful people into the most beautiful building, he said Sunday inside the Grand Central concourse.;"I wanted to bring the most beautiful people into the most beautiful building,"" he said, ""Sunday inside the Grand Central concourse.";120;2;23.01.2024 14:56;352;83793;;23.01.2024 14:56
Inflectional Change;;8;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;811002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;577;20;30.01.2024 11:27;441;58667;;30.01.2024 11:27
Derivational Changes;;1;Easy;;Yes;;111001;0;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;329;9;24.01.2024 12:46;442;1,65429E+16;"[{""start"":14,""end"":18,""text"":""that"",""labels"":[""APT""]}]";24.01.2024 13:02
Change of order;;1;Easy;Nonsense;Yes;;111003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;332;9;24.01.2024 12:55;443;7,1123E+15;;24.01.2024 13:02
Change of order;;8;;Nonsense;Yes;;811003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;578;20;30.01.2024 11:27;444;23751;;30.01.2024 11:27
Inflectional Change;;6;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;611002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;90;8;23.01.2024 12:21;445;84739;;23.01.2024 12:21
Change of order;;15;Easy;Nonsense;Yes;;1511003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;173;2;23.01.2024 17:11;446;10069;;23.01.2024 17:11
Spelling Changes;;5;Easy;;Yes;;511000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;238;13;23.01.2024 18:37;447;1316;"[{""start"":4,""end"":11,""text"":""DVD CCA"",""labels"":[""APT""]}]";23.01.2024 18:37
Inflectional Change;;2;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;211002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;355;14;24.01.2024 13:21;448;28915;;24.01.2024 13:21
Spelling Changes;;8;Easy;;Yes;;811000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;579;20;30.01.2024 11:28;449;30872;"[{""start"":4,""end"":11,""text"":""DVD CCA"",""labels"":[""APT""]}]";30.01.2024 11:28
Spelling Changes;;1;Easy;;Yes;;111000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;325;9;24.01.2024 12:44;450;30476;"[{""start"":4,""end"":11,""text"":""DVD CCA"",""labels"":[""APT""]}]";24.01.2024 13:02
Spelling Changes;;14;Easy;;Yes;;1411000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;391;16;24.01.2024 16:25;451;20437;"[{""start"":4,""end"":11,""text"":""DVD CCA"",""labels"":[""APT""]}]";24.01.2024 16:25
AdditionDeletion;Structure-based Changes;13;Easy;;Yes;;1311004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;207;12;23.01.2024 17:58;452;105038;"[{""start"":55,""end"":65,""text"":""conspiracy"",""labels"":[""APT""]}]";23.01.2024 17:58
Change of order;;2;Hard;otherchange;Yes;"{""choices"":[""Structure-based Changes"",""Semantic-based Changes""]}";211003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;356;14;24.01.2024 13:21;453;47561;;24.01.2024 13:21
Derivational Changes;Others;5;Easy;;Yes;;511001;0;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;239;13;23.01.2024 18:38;454;35975;"[{""start"":64,""end"":73,""text"":""canceling"",""labels"":[""APT""]}]";23.01.2024 18:38
AdditionDeletion;Structure-based Changes;15;Easy;;Yes;;1511004;0;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;174;2;23.01.2024 17:13;455;127775;;23.01.2024 17:13
Change of order;;13;Hard;otherchange;Yes;Others;1311003;0;Herman played with the dog owned by the local policeman.;The police arrested Herman;208;12;23.01.2024 18:00;456;82055;;23.01.2024 18:35
Spelling Changes;;10;Easy;;Yes;;1011000;0;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;307;11;24.01.2024 12:34;457;19996;"[{""start"":4,""end"":11,""text"":""DVD CCA"",""labels"":[""APT""]}]";24.01.2024 12:34
Derivational Changes;;8;Easy;;Yes;;811001;0;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;580;20;30.01.2024 11:29;458;104632;"[{""start"":64,""end"":73,""text"":""canceling"",""labels"":[""APT""]}]";30.01.2024 11:29
Semantic based;;1;Hard;;Yes;;9000;0;Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.;Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional as long as they offer parents the option of choosing between religious and secular schools.;292;9;24.01.2024 12:28;459;1,06035E+16;"[{""start"":107,""end"":167,""text"":""as long as they offer parents the option of choosing between"",""labels"":[""APT""]}]";24.01.2024 13:00
