;annotator;apt;index;kind;paraphrase-text;original;paraphrase_fixed;paraphrase;applied-correctly;failure_identical;failure_otherchange;failure_nonsense;failure_other;correct_format;hard;add_morph;add_struct;add_semantic;add_others;mistaken_morph;mistaken_struct;mistaken_semantic;mistaken_others;start;end;marked_text;golden_example
300;10;Same Polarity Substitution (contextual);8022;2;He stated that the foodservice pie business is not compatible with the company's long-term growth strategy.;He said the foodservice pie business doesn't fit the company's long-term growth strategy.;He stated that the foodservice pie business is not compatible with the company's long-term growth strategy.;True;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;44.0;66.0;is not compatible with;False
301;11;Same Polarity Substitution (contextual);8023;4;He said that sector doesn't fit the company's long-term growth strategy.;He said the foodservice pie business doesn't fit the company's long-term growth strategy.;He said that sector doesn't fit the company's long-term growth strategy.;True;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;;;;False
302;12;Same Polarity Substitution (contextual);8024;1; He stated that the foodservice pie business doesn't align with the company's long-term growth strategy.;He said the foodservice pie business doesn't fit the company's long-term growth strategy.; He stated that the foodservice pie business doesn't align with the company's long-term growth strategy.;True;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;4.0;15.0;stated that;False
303;9;Same Polarity Substitution (contextual);8030;0;But he added the group's performance would improve in the second half of the year and beyond.;But he added group performance would improve in the second half of the year and beyond.;But he added the group's performance would improve in the second half of the year and beyond.;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;13.0;24.0;the group's;False
304;10;Same Polarity Substitution (contextual);8031;3;But he added BT's overall performance would improve in the second half of the year and beyond..;But he added group performance would improve in the second half of the year and beyond.;But he added BT's overall performance would improve in the second half of the year and beyond..;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;13.0;25.0;BT's overall;False
305;11;Same Polarity Substitution (contextual);8032;2;But he stated that the collective performance will enhance in the latter half of the year and beyond. [Alteration: added -> stated, group -> collective, improve -> enhance, second -> latter];But he added group performance would improve in the second half of the year and beyond.;But he stated that the collective performance will enhance in the latter half of the year and beyond.;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;;;;False
306;12;Same Polarity Substitution (contextual);8033;4;But he stated group performance would improve in the second half of the year and beyond.;But he added group performance would improve in the second half of the year and beyond.;But he stated group performance would improve in the second half of the year and beyond.;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;7.0;13.0;stated;False
307;13;Same Polarity Substitution (contextual);8034;1; But he added group performance would get better in the second half of the year and beyond.;But he added group performance would improve in the second half of the year and beyond.; But he added group performance would get better in the second half of the year and beyond.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;38.0;48.0;get better;False
308;10;Same Polarity Substitution (contextual);8040;0;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to request asylum.;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to request asylum.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;118.0;125.0;request;False
309;11;Same Polarity Substitution (contextual);8041;3;"""Their daughters had British schools and British hospitals in mind when they decided to ask for asylum.""";He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;"""Their daughters had British schools and British hospitals in mind when they decided to ask for asylum.""";True;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;;;;False
310;12;Same Polarity Substitution (contextual);8042;2;Altered sentence: He informed The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in their thoughts when they chose to seek asylum.;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;He informed The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in their thoughts when they chose to seek asylum.;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;;;;False
311;13;Same Polarity Substitution (contextual);8043;4;He told The Sun newspaper that Mr. Hussein's daughters considered British schools and hospitals when they decided to ask for asylum.;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.;He told The Sun newspaper that Mr. Hussein's daughters considered British schools and hospitals when they decided to ask for asylum.;True;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;55.0;65.0;considered;False
312;14;Same Polarity Substitution (contextual);8044;1; He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in consideration when they decided to ask for asylum.;He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in mind when they decided to ask for asylum.; He told The Sun newspaper that Mr. Hussein's daughters had British schools and hospitals in consideration when they decided to ask for asylum.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
313;11;Same Polarity Substitution (contextual);8050;0;"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for people suffering from infertility.";"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for people suffering from infertility.";True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
314;12;Same Polarity Substitution (contextual);8051;3;Sheena Young, director of Child, the national infertility support network, hoped the guidelines would lead to a more 'fair and equitable' service.;"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";Sheena Young, director of Child, the national infertility support network, hoped the guidelines would lead to a more 'fair and equitable' service.;False;False;False;True;False;False;True;True;False;False;False;False;False;True;True;True;;;;False
315;13;Same Polarity Substitution (contextual);8052;2;"Altered sentence: Sheena Young of Child, the national infertility support network, wished the guidelines would result in a more ""just and fair"" service for infertility sufferers.The same polarity substitution alteration was applied by replacing the word ""hoped"" with ""wished"" to maintain the original meaning of the sentence.";"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";"Sheena Young of Child, the national infertility support network, wished the guidelines would result in a more ""just and fair"" service for infertility sufferers.";True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;128.0;133.0;"""just";False
316;14;Same Polarity Substitution (contextual);8053;4;"Sheena Young of Child, the national infertility support network, desired the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";"Sheena Young of Child, the national infertility support network, desired the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
317;15;Same Polarity Substitution (contextual);8054;1;" Sheena Young of Child, the national infertility support network, wished the guidelines would result in a more ""fair and equitable"" service for infertility sufferers.";"Sheena Young of Child, the national infertility support network, hoped the guidelines would lead to a more ""fair and equitable"" service for infertility sufferers.";" Sheena Young of Child, the national infertility support network, wished the guidelines would result in a more ""fair and equitable"" service for infertility sufferers.";True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;66.0;72.0;wished;False
318;12;Same Polarity Substitution (contextual);8060;0; The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one place, providing one-click access.;The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.; The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one place, providing one-click access.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;101.0;107.0;place,;False
319;13;Same Polarity Substitution (contextual);8061;3;What is a user's folders, hard drive, network servers, iDisk and removable media has been put in one location with one click access.;The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.;What is a user's folders, hard drive, network servers, iDisk and removable media has been put in one location with one click access.;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;;False
320;14;Same Polarity Substitution (contextual);8062;2;The new Locator puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.;The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.;The new Locator puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;;;;False
321;15;Same Polarity Substitution (contextual);8063;4;The new Finder places a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.;The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.;The new Finder places a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;15.0;21.0;places;False
322;1;Same Polarity Substitution (contextual);8064;1; The new Finder places a user's folders, hard drive, network servers, iDisk and removable media in one location, offering one-click access.;The new Finder puts a user's folders, hard drive, network servers, iDisk and removable media in one location, providing one-click access.; The new Finder places a user's folders, hard drive, network servers, iDisk and removable media in one location, offering one-click access.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;113.0;121.0;offering;False
323;13;Same Polarity Substitution (contextual);8070;0;However, tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;However, tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;0.0;8.0;However,;False
324;14;Same Polarity Substitution (contextual);8071;3;Tropical storm warnings and watches are posted for Haiti, the Dominican Republic, the southeastern Bahamas and the northern Turks and Caicos islands.;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;Tropical storm warnings and watches are posted for Haiti, the Dominican Republic, the southeastern Bahamas and the northern Turks and Caicos islands.;True;False;False;True;False;False;True;True;False;False;False;False;False;True;False;True;;;;False
325;15;Same Polarity Substitution (contextual);8072;2;But tropical storm advisories and alerts were issued today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But tropical storm advisories and alerts were issued today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;True;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;13.0;40.0;storm advisories and alerts;False
326;1;Same Polarity Substitution (contextual);8073;4;But tropical storm warnings and watches were announced today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But tropical storm warnings and watches were announced today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;45.0;54.0;announced;False
327;2;Same Polarity Substitution (contextual);8074;1; But tropical storm warnings and watches were issued today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;But tropical storm warnings and watches were posted today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.; But tropical storm warnings and watches were issued today for Haiti, western portions of the Dominican Republic, the southeastern Bahamas and the Turk and Caicos islands.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;46.0;52.0;issued;False
328;14;Same Polarity Substitution (contextual);8080;0;A federal magistrate in Fort Lauderdale ordered him to be held without bail.;A federal magistrate in Fort Lauderdale ordered him held without bail.;A federal magistrate in Fort Lauderdale ordered him to be held without bail.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;;;;False
329;15;Same Polarity Substitution (contextual);8081;3;Barry Seltzer, a federal magistrate in Fort Lauderdale, agreed.;A federal magistrate in Fort Lauderdale ordered him held without bail.;Barry Seltzer, a federal magistrate in Fort Lauderdale, agreed.;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;;False
330;1;Same Polarity Substitution (contextual);8082;2;"The federal magistrate in Fort Lauderdale ordered him to be held without bail in compliance with the alteration ""same polarity substitution"".";A federal magistrate in Fort Lauderdale ordered him held without bail.;The federal magistrate in Fort Lauderdale ordered him to be held without bail.;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;;False
331;2;Same Polarity Substitution (contextual);8083;4;A federal magistrate in Fort Lauderdale directed him held without bail.;A federal magistrate in Fort Lauderdale ordered him held without bail.;A federal magistrate in Fort Lauderdale directed him held without bail.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;40.0;48.0;directed;False
332;3;Same Polarity Substitution (contextual);8084;1; A federal magistrate in Fort Lauderdale ordered him held with no possibility of release on bail.;A federal magistrate in Fort Lauderdale ordered him held without bail.; A federal magistrate in Fort Lauderdale ordered him held with no possibility of release on bail.;True;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;63.0;91.0;no possibility of release on;False
333;15;Same Polarity Substitution (contextual);8090;0; Six months ago, the IMF and Argentina reached a bare-minimum $6.8-billion debt rollover deal that expires in August.;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.; Six months ago, the IMF and Argentina reached a bare-minimum $6.8-billion debt rollover deal that expires in August.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;39.0;46.0;reached;False
334;1;Same Polarity Substitution (contextual);8091;3;Argentina and the International Monetary Fund struck a bare minimum $6.8 billion debt rollover deal six months ago that expires in August..;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.;Argentina and the International Monetary Fund struck a bare minimum $6.8 billion debt rollover deal six months ago that expires in August..;True;False;False;True;False;False;True;True;False;False;False;False;False;False;False;True;;;;False
335;2;Same Polarity Substitution (contextual);8092;2;Six months ago, the IMF and Argentina reached a bare-minimum $6.8-billion debt rollover agreement that will come to an end in August. [Alteration applied: struck changed to reached.];Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.;Six months ago, the IMF and Argentina reached a bare-minimum $6.8-billion debt rollover agreement that will come to an end in August.;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;108.0;133.0;come to an end in August.;False
336;3;Same Polarity Substitution (contextual);8093;4;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that runs out in August.;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that runs out in August.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;97.0;105.0;runs out;False
337;4;Same Polarity Substitution (contextual);8094;1; Six months ago, the IMF and Argentina reached a minimum $6.8-billion debt rollover agreement that expires in August.;Six months ago, the IMF and Argentina struck a bare-minimum $6.8-billion debt rollover deal that expires in August.; Six months ago, the IMF and Argentina reached a minimum $6.8-billion debt rollover agreement that expires in August.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;84.0;93.0;agreement;False
338;9;Spelling Changes;911000;0;The DVD CCA then appealed to the state Supreme Court.;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;4.0;11.0;DVD CCA;True
339;8;Inflectional Change;811002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;True
340;1;Derivational Changes;111001;0;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;14.0;18.0;that;True
341;1;Change of order;111003;0;The police arrested Herman;Herman played with the dog owned by the local policeman.;The police arrested Herman;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;;True
342;8;Change of order;811003;0;The police arrested Herman;Herman played with the dog owned by the local policeman.;The police arrested Herman;False;False;False;False;True;False;True;;False;False;False;False;False;False;False;False;;;;True
343;6;Inflectional Change;611002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;True
344;15;Change of order;1511003;0;The police arrested Herman;Herman played with the dog owned by the local policeman.;The police arrested Herman;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;;True
345;5;Spelling Changes;511000;0;The DVD CCA then appealed to the state Supreme Court.;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;4.0;11.0;DVD CCA;True
346;2;Inflectional Change;211002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;True
347;8;Spelling Changes;811000;0;The DVD CCA then appealed to the state Supreme Court.;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;4.0;11.0;DVD CCA;True
348;1;Spelling Changes;111000;0;The DVD CCA then appealed to the state Supreme Court.;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;4.0;11.0;DVD CCA;True
349;14;Spelling Changes;1411000;0;The DVD CCA then appealed to the state Supreme Court.;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;4.0;11.0;DVD CCA;True
350;13;AdditionDeletion;1311004;0;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;55.0;65.0;conspiracy;True
351;2;Change of order;211003;0;The police arrested Herman;Herman played with the dog owned by the local policeman.;The police arrested Herman;False;False;False;True;False;False;True;True;False;False;False;False;False;True;True;False;;;;True
352;5;Derivational Changes;511001;0;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False;64.0;73.0;canceling;True
353;15;AdditionDeletion;1511004;0;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;;;;True
354;13;Change of order;1311003;0;The police arrested Herman;Herman played with the dog owned by the local policeman.;The police arrested Herman;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;True;;;;True
355;10;Spelling Changes;1011000;0;The DVD CCA then appealed to the state Supreme Court.;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;4.0;11.0;DVD CCA;True
356;8;Derivational Changes;811001;0;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;64.0;73.0;canceling;True
357;1;Semantic based;9000;0;Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional as long as they offer parents the option of choosing between religious and secular schools.;Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.;Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional as long as they offer parents the option of choosing between religious and secular schools.;True;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;107.0;167.0;as long as they offer parents the option of choosing between;False
358;2;Semantic based;9001;3;Last June the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.;Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.;Last June the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;5.0;9.0;June;False
359;3;Semantic based;9002;2;Last year, the court upheld Cleveland's school voucher program, ruling 5-4 that if they offer families a selection of both religious and secular schools, the vouchers are constitutional.;Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.;Last year, the court upheld Cleveland's school voucher program, ruling 5-4 that if they offer families a selection of both religious and secular schools, the vouchers are constitutional.;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;False;88.0;122.0;offer families a selection of both;False
360;4;Semantic based;9003;4;Last year the court upheld the school voucher program in Cleveland, deciding by a narrow margin of 5-4 that as long as they allow parents to choose between religious and secular schools, vouchers are constitutional.;Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.;Last year the court upheld the school voucher program in Cleveland, deciding by a narrow margin of 5-4 that as long as they allow parents to choose between religious and secular schools, vouchers are constitutional.;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;68.0;215.0;deciding by a narrow margin of 5-4 that as long as they allow parents to choose between religious and secular schools, vouchers are constitutional.;False
361;5;Semantic based;9004;1; Last year, the court affirmed the constitutionality of Cleveland's school voucher program, ruling 5-4 that vouchers are permissible if they offer parents the option to choose between religious and secular schools.;Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.; Last year, the court affirmed the constitutionality of Cleveland's school voucher program, ruling 5-4 that vouchers are permissible if they offer parents the option to choose between religious and secular schools.;True;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;22.0;55.0;affirmed the constitutionality of;False
362;2;Semantic based;9010;0; Wal-Mart declared that it would examine all of its million-plus domestic employees to verify their legal employment status.;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.; Wal-Mart declared that it would examine all of its million-plus domestic employees to verify their legal employment status.;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;106.0;124.0;employment status.;False
363;3;Semantic based;9011;3;Yesterday, Wal-Mart said it would examine the status of its entire million-plus workforce in the US to ensure they were legally employed.;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.;Yesterday, Wal-Mart said it would examine the status of its entire million-plus workforce in the US to ensure they were legally employed.;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;False;80.0;89.0;workforce;False
364;4;Semantic based;9012;2;Wal-Mart stated that it would verify the legally employed status of all its over a million domestic workers.;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.;Wal-Mart stated that it would verify the legally employed status of all its over a million domestic workers.;True;True;False;False;False;False;True;False;True;True;False;False;False;False;False;False;9.0;15.0;stated;False
365;5;Semantic based;9013;4;Wal-Mart said it would verify the employment status of all its million-plus domestic workers to ensure they were legally employed.;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.;Wal-Mart said it would verify the employment status of all its million-plus domestic workers to ensure they were legally employed.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;23.0;58.0;verify the employment status of all;False
366;6;Semantic based;9014;1; Wal-Mart announced that it would verify the legal employment status of all its million-plus domestic workers.;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.; Wal-Mart announced that it would verify the legal employment status of all its million-plus domestic workers.;True;True;False;False;False;False;False;True;False;True;False;True;False;False;False;False;;;;False
367;3;Semantic based;9020;0; Despite what PeopleSoft management might want you to think, Oracle plans to provide complete support to PeopleSoft customers and products for an extended period of time.;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come."""; Despite what PeopleSoft management might want you to think, Oracle plans to provide complete support to PeopleSoft customers and products for an extended period of time.;True;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;143.0;169.0;an extended period of time;False
368;4;Semantic based;9021;3;Clarifying an analyst report published yesterday, Oracle intends to fully support PeopleSoft customers and products for many years to come.;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come.""";Clarifying an analyst report published yesterday, Oracle intends to fully support PeopleSoft customers and products for many years to come.;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;;;;False
369;5;Semantic based;9022;2;Contrary to what PeopleSoft management would lead you to believe, Oracle plans to provide complete support for PeopleSoft customers and products for an extended period of time. The alteration was successfully applied and the sentence still conveys the original meaning.;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come.""";Contrary to what PeopleSoft management would lead you to believe, Oracle plans to provide complete support for PeopleSoft customers and products for an extended period of time. ;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False;False;;;;False
370;6;Semantic based;9023;4;Oracle intends to fully support PeopleSoft customers and products for many years to come, despite what PeopleSoft management says.;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come.""";Oracle intends to fully support PeopleSoft customers and products for many years to come, despite what PeopleSoft management says.;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;;;;False
371;7;Semantic based;9024;1; Oracle plans to continue supporting PeopleSoft customers and products for many years, despite what PeopleSoft management may suggest.;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come."""; Oracle plans to continue supporting PeopleSoft customers and products for many years, despite what PeopleSoft management may suggest.;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;1.0;86.0;Oracle plans to continue supporting PeopleSoft customers and products for many years,;False
372;4;Semantic based;9030;0; Troy is expected to receive a life sentence without the possibility of parole on July 3.;On July 3, Troy is expected to be sentenced to life in prison without parole.; Troy is expected to receive a life sentence without the possibility of parole on July 3.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;21.0;78.0;receive a life sentence without the possibility of parole;False
373;5;Semantic based;9031;3;Troy was expected to be sentenced on July 3 to life in prison without parole.;On July 3, Troy is expected to be sentenced to life in prison without parole.;Troy was expected to be sentenced on July 3 to life in prison without parole.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;;;;False
374;6;Semantic based;9032;2;'''Troy is anticipated to receive a life sentence in prison without the possibility of parole on July 3.''';On July 3, Troy is expected to be sentenced to life in prison without parole.;Troy is anticipated to receive a life sentence in prison without the possibility of parole on July 3.;True;True;False;False;False;False;False;True;True;True;False;True;False;False;False;False;;;;False
375;7;Semantic based;9033;4;Troy is set to be sentenced to life in prison without parole on July 3.;On July 3, Troy is expected to be sentenced to life in prison without parole.;Troy is set to be sentenced to life in prison without parole on July 3.;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;61.0;71.0;on July 3.;False
376;8;Semantic based;9034;1; Troy is expected to receive a life sentence in prison without the possibility of parole on July 3.;On July 3, Troy is expected to be sentenced to life in prison without parole.; Troy is expected to receive a life sentence in prison without the possibility of parole on July 3.;True;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;;;;False
